disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
CONFIRMED,Rampalli et al. 2019,1.0,1.0,Transit,2019.0,K2,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.38631713618,2.90855e-05,-2.90855e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,512.9234,,,0.0,1213.76,,,0.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5780.0,,,0.0,,,,,,,,,,,,,,4.438,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h13m21.39s,78.3391194,+16d24m51.11s,16.4141986,1314.53,,,15.072,0.023,-0.023,13.206,0.028,-0.028,14.8949,0.001145,-0.001145,2024-12-10,2017-07,2024-12-10
CONFIRMED,Rampalli et al. 2019,1.0,1.0,Transit,2019.0,K2,Published Confirmed,0.0,<a refstr=RAMPALLI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...62R/abstract target=ref>Rampalli et al. 2019</a>,3.38628,2e-05,-2e-05,0.0,,,,,9.916,0.985,-0.985,0.0,0.884,0.087,-0.087,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=RAMPALLI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...62R/abstract target=ref>Rampalli et al. 2019</a>,,6100.0,263.0,-263.0,0.0,1.24,0.1,-0.1,0.0,1.09,0.09,-0.09,0.0,-0.1,0.08,-0.08,0.0,[Fe/H],3.94,0.44,-0.44,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h13m21.39s,78.3391194,+16d24m51.11s,16.4141986,1314.53,,,15.072,0.023,-0.023,13.206,0.028,-0.028,14.8949,0.001145,-0.001145,2019-06-07,2019-08,2019-06-13
CONFIRMED,Dai et al. 2016,2.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,1.25785,2e-06,-2e-06,0.0,,,,,,,,,,,,,590.1,25.7,-25.9,0.0,1.85665293,0.08086084,-0.0814901,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,5412.0,34.0,-34.0,0.0,0.986,0.07,-0.07,0.0,1.0,0.064,-0.064,0.0,0.2,0.03,-0.03,0.0,[Fe/H],4.44,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371,2016-11-30,2016-06,2016-05-05
CONFIRMED,Dai et al. 2016,2.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1.2578542,2.7e-06,-2.7e-06,0.0,0.02258,0.00023,-0.00023,0.0,34.0,13.0,-13.0,0.0,3.03327683,1.15978232,-1.15978232,0.0,,,,,,,,,,,,,,1272.0,121.0,-121.0,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5465.0,89.0,-89.0,0.0,0.9,0.03,-0.03,0.0,0.97,0.03,-0.03,0.0,,,,,,4.523,0.026,-0.026,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371,2016-11-30,2016-09,2016-07-18
CONFIRMED,Dai et al. 2016,2.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=GRZIWA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..132G/abstract target=ref>Grziwa et al. 2016</a>,1.25785,2e-06,-2e-06,0.0,0.022,0.0018,-0.0018,0.0,11.88154,3.92315,-3.92315,0.0,1.06,0.35,-0.35,0.0,563.83042,25.10857,-25.10857,0.0,1.774,0.079,-0.079,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=GRZIWA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..132G/abstract target=ref>Grziwa et al. 2016</a>,G7 V,5280.0,70.0,-70.0,0.0,0.78,0.07,-0.07,0.0,0.91,0.06,-0.06,0.0,0.08,0.05,-0.05,0.0,[Fe/H],4.6,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371,2016-11-30,2016-11,2016-12-01
CONFIRMED,Dai et al. 2016,2.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,1.25784906,9.8e-07,-9.8e-07,0.0,,,,,46.0,8.0,-8.0,0.0,4.10385219,0.71371342,-0.71371342,0.0,551.0,16.0,-17.0,0.0,1.73363988,0.05034163,-0.05348798,0.0,Mass,,,,,1930.0,220.0,-210.0,0.0,1688.0,47.0,-47.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5340.0,100.0,-100.0,0.0,1.138,0.044,-0.044,0.0,0.92,0.04,-0.04,0.0,0.18,0.046,-0.046,0.0,[Fe/H],4.45,0.083,-0.083,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371,2025-09-17,2025-06,2025-09-17
CONFIRMED,Dai et al. 2016,2.0,1.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.2578332,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5340.0,83.55,-111.15,0.0,1.02904,0.057725,-0.055703,0.0,0.922,0.144415,-0.082991,0.0,0.15,0.1,-0.1,0.0,[M/H],4.37794,0.085038,-0.072242,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371,2016-12-21,2016-10,2016-12-21
CONFIRMED,Dai et al. 2016,2.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,1.25784887,7.8e-07,-7.8e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=GRZIWA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..132G/abstract target=ref>Grziwa et al. 2016</a>,G7 V,5280.0,70.0,-70.0,0.0,0.78,0.07,-0.07,0.0,0.91,0.06,-0.06,0.0,0.08,0.05,-0.05,0.0,[Fe/H],4.6,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371,2024-03-04,2023-03,2024-03-04
CONFIRMED,Dai et al. 2016,2.0,1.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,1.2578493,,,0.0,,,,,7.0,,,0.0,0.62449817,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5251.0,,,0.0,0.81,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371,2015-12-05,2016-01,2015-12-05
CONFIRMED,Dai et al. 2016,2.0,1.0,Transit,2016.0,K2,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.25781300511,2.131563e-05,-2.131563e-05,0.0,,,,,12.57069193,2.5172477,-2.5172477,0.0,1.12148395,0.22457418,-0.22457418,0.0,,,,,,,,,,,,,,1564.287,,,0.0,1603.98,,,0.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5340.0,97.35,-97.35,0.0,1.02904,0.056714,-0.056714,0.0,,,,,,,,,,4.37794,0.07864,-0.07864,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m45.73s,245.4405531,-23d32m53.78s,-23.548273,110.527,0.72,-0.712,10.802,0.01,-0.01,8.866,0.019,-0.019,10.5371,0.000371,-0.000371,2025-09-17,2017-07,2025-08-28
CONFIRMED,Bonomo et al. 2023,1.0,2.0,Radial Velocity,2023.0,Roque de los Muchachos Observatory,Published Confirmed,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,921.2,10.8,-10.8,0.0,1.961,0.027,-0.027,0.0,,,,,,,,,1719.45168187,165.27077164,-139.84449908,0.0,5.41,0.52,-0.44,0.0,Msini,0.853,0.011,-0.011,0.0,,,,,,,,,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5959.0,61.0,-61.0,0.0,1.22,0.01,-0.01,0.0,1.18,0.04,-0.04,0.0,0.255,0.065,-0.065,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m21.38s,140.3390845,+14d22m04.33s,14.3678691,109.86,0.811,-0.8,9.452,0.003,-0.003,8.018,0.021,-0.021,9.30733,0.000346,-0.000346,2023-04-17,2023-04,2023-04-17
CONFIRMED,Niraula et al. 2020,1.0,1.0,Transit,2020.0,K2,Published Confirmed,0.0,<a refstr=NIRAULA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..172N/abstract target=ref>Niraula et al. 2020</a>,3.1443189,4.9e-06,-4.9e-06,0.0,,,,,0.95,0.058,-0.058,0.0,0.08475332,0.00517441,-0.00517441,0.0,,,,,,,,,,,,,,7.45,0.48,-0.44,0.0,460.0,5.0,-5.0,0.0,0.0,<a refstr=NIRAULA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..172N/abstract target=ref>Niraula et al. 2020</a>,M(3.5+/-0.5) V,3300.0,30.0,-30.0,0.0,0.196,0.006,-0.006,0.0,0.174,0.004,-0.004,0.0,-0.24,0.09,-0.09,0.0,[Fe/H],5.094,0.006,-0.006,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h12m05.06s,228.0210932,-20d06m29.39s,-20.1081634,56.9686,0.2632,-0.2608,17.67,0.2,-0.2,11.838,0.023,-0.023,15.6791,0.000951,-0.000951,2020-08-06,2020-10,2020-08-13
CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1.0,2.0,Transit,2020.0,K2,Published Confirmed,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,1.133,0.001,-0.001,0.0,0.0147,0.001,-0.0031,0.0,1.33,0.1,-0.09,0.0,0.11865465,0.0089214,-0.00802926,0.0,,,,,,,,,,,,,,,,,,841.0,105.0,-54.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3436.0,3.0,-3.0,0.0,0.379,0.003,-0.003,0.0,0.408,0.005,-0.005,0.0,,,,,,4.891,0.002,-0.002,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h34m29.94s,233.6247336,-23d15m34.08s,-23.2594663,112.486,0.968,-0.952,17.14,0.2,-0.2,11.911,0.023,-0.023,15.514,0.000829,-0.000829,2020-09-09,2020-12,2020-09-09 17:05:56
CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1.0,2.0,Transit,2020.0,K2,Published Confirmed,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,5.26,0.007,-0.007,0.0,0.0582,0.0081,-0.0122,0.0,1.83,0.13,-0.12,0.0,0.16326166,0.01159782,-0.01070568,0.0,,,,,,,,,,,,,,,,,,423.0,53.0,-26.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3436.0,3.0,-3.0,0.0,0.379,0.003,-0.003,0.0,0.408,0.005,-0.005,0.0,,,,,,4.891,0.002,-0.002,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h34m29.94s,233.6247336,-23d15m34.08s,-23.2594663,112.486,0.968,-0.952,17.14,0.2,-0.2,11.911,0.023,-0.023,15.514,0.000829,-0.000829,2020-09-09,2020-12,2020-09-09 17:05:57
CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1.0,1.0,Transit,2020.0,K2,Published Confirmed,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,6.22,0.007,-0.007,0.0,0.0542,0.0065,-0.0103,0.0,2.93,0.19,-0.17,0.0,0.26139709,0.01695066,-0.01516638,0.0,,,,,,,,,,,,,,,,,,432.0,48.0,-24.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3387.0,5.0,-5.0,0.0,0.379,0.006,-0.006,0.0,0.403,0.006,-0.006,0.0,,,,,,4.885,0.011,-0.011,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h14m28.53s,228.6188638,-21d01m21.80s,-21.0227209,176.291,3.395,-3.271,17.74,0.2,-0.2,12.99,0.036,-0.036,16.6387,0.001152,-0.001152,2020-09-09,2020-12,2020-09-09 17:05:57
CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1.0,1.0,Transit,2020.0,K2,Published Confirmed,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,7.01,0.007,-0.007,0.0,0.0911,0.014,-0.0185,0.0,1.66,0.13,-0.13,0.0,0.14809528,0.01159782,-0.01159782,0.0,,,,,,,,,,,,,,,,,,456.0,55.0,-32.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3851.0,83.0,-83.0,0.0,0.552,0.017,-0.017,0.0,0.561,0.05,-0.05,0.0,,,,,,4.701,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h29m47.07s,232.4461375,-17d33m26.87s,-17.557463,147.866,0.9905,-0.9905,15.8,0.2,-0.2,11.152,0.023,-0.023,14.3967,0.000337,-0.000337,2020-09-09,2020-12,2020-09-09 17:05:58
CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1.0,1.0,Transit,2020.0,K2,Published Confirmed,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,26.68,0.002,-0.003,0.0,0.1516,0.0115,-0.0258,0.0,2.79,0.11,-0.1,0.0,0.24890713,0.00981354,-0.0089214,0.0,,,,,,,,,,,,,,,,,,641.0,61.0,-31.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,5440.0,115.0,-115.0,0.0,0.898,0.013,-0.013,0.0,0.954,0.055,-0.055,0.0,,,,,,4.512,0.055,-0.055,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h07m12.24s,166.8010058,+03d02m23.77s,3.0399357,209.071,1.88,-1.847,12.213,0.069,-0.069,10.223,0.025,-0.025,11.9397,0.000259,-0.000259,2020-09-09,2020-12,2020-09-09 17:05:58
CONFIRMED,Dai et al. 2016,2.0,4.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,8.99002105,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5274.0,118.39,-102.71,0.0,0.851795,0.048868,-0.047383,0.0,0.904,0.139872,-0.089586,0.0,-0.03,0.1,-0.1,0.0,[M/H],4.53357,0.098297,-0.064603,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2016-12-21,2016-10,2016-12-21
CONFIRMED,Dai et al. 2016,2.0,4.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,8.9919156,,,0.0,,,,,4.79,,,0.0,0.42733518,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4686.0,,,0.0,0.72,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2015-12-05,2016-01,2015-12-05
CONFIRMED,Dai et al. 2016,2.0,4.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,8.991942,0.000158,-0.000156,0.0,,,,,5.17103245,0.20223744,-0.15996783,0.0,0.46132862,0.01804242,-0.01427137,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5415.0,50.0,-50.0,0.0,0.839164,0.02646,-0.020961,0.0,0.915819,0.019996,-0.02618,0.0,0.03,0.08,-0.08,0.0,[Fe/H],4.73,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2019-06-03,2018-03,2018-02-15
CONFIRMED,Dai et al. 2016,2.0,4.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,8.99218,0.0002,-0.0002,0.0,,,,,5.38,0.35,-0.35,0.0,0.47997145,0.03122491,-0.03122491,0.0,21.1,5.9,-5.9,0.0,0.06638769,0.01856338,-0.01856338,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,5315.0,60.0,-60.0,0.0,0.87,0.05,-0.05,0.0,0.87,0.04,-0.04,0.0,0.0,0.04,-0.04,0.0,[Fe/H],4.43,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2019-06-03,2016-06,2016-05-05
CONFIRMED,Dai et al. 2016,2.0,4.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,8.99213,0.00015,-0.00015,0.0,0.0811,0.00092,-0.00092,0.0,5.62,0.45,-0.45,0.0,0.50138282,0.04014631,-0.04014631,0.0,,,,,,,,,,,,,,100.0,16.0,-16.0,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5428.0,88.0,-88.0,0.0,0.92,0.07,-0.07,0.0,0.88,0.03,-0.03,0.0,,,,,,4.449,0.068,-0.068,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2019-06-03,2016-09,2016-07-18
CONFIRMED,Dai et al. 2016,2.0,4.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,8.991828,8.3e-05,-8.4e-05,0.0,0.08035,0.00089,-0.00089,0.0,4.96,0.33,-0.27,0.0,0.44250156,0.02944063,-0.02408779,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,,,,,,0.845,0.044,-0.035,0.0,0.856,0.028,-0.028,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2019-06-03,2019-05,2019-06-13
